1	1	0.0057744	0.006199	0.0061861	0.0057911
1	2	0.0071549	0.0065451	0.0113576	0.0053158
1	3	0.0060176	0.0056558	0.0050534	0.0051832
1	4	0.0057854	0.0057298	0.0048669	0.0057415
1	5	0.0054838	0.0157192	0.0046146	0.0057673
1	6	0.0052216	0.0048614	0.0064753	0.0062628
1	7	0.0054346	0.0060857	0.0052976	0.0163354
1	8	0.005315	0.0058004	0.0070956	0.0060257
1	9	0.0068296	0.0056804	0.0059	0.005451
1	10	0.0056091	0.0062305	0.0123598	0.0062367
2	1	0.0047959	0.0047586	0.0053772	0.0047468
2	2	0.0049542	0.0058448	0.0045617	0.0045651
2	3	0.0056033	0.0158315	0.0046925	0.0049552
2	4	0.0061549	0.0049801	0.0045549	0.0062602
2	5	0.0050724	0.0055509	0.0056253	0.0053338
2	6	0.0150625	0.0053742	0.0053236	0.0054171
2	7	0.0052298	0.0058419	0.0048919	0.0055131
2	8	0.0061063	0.0058161	0.0058548	0.0150344
2	9	0.0061189	0.0055795	0.0052778	0.0063647
2	10	0.0060963	0.0056895	0.0061031	0.0058346
3	1	0.0049946	0.0137478	0.0055641	0.0059068
3	2	0.0053976	0.0056335	0.0048043	0.0048556
3	3	0.005697	0.0047929	0.0048299	0.0052228
3	4	0.0148456	0.005436	0.0048017	0.0048152
3	5	0.0063726	0.0050908	0.00487	0.0055252
3	6	0.0050633	0.0052652	0.0058082	0.0157704
3	7	0.0051695	0.0051135	0.006354	0.0055628
3	8	0.0053072	0.0072615	0.0052253	0.0062694
3	9	0.0051003	0.0157256	0.0048747	0.0059591
3	10	0.0053012	0.0055379	0.0065964	0.0057399
4	1	0.0049819	0.0058534	0.0045868	0.0049282
4	2	0.0136234	0.0051379	0.0053511	0.0048676
4	3	0.0058618	0.0054183	0.0049222	0.0048345
4	4	0.0055198	0.0054555	0.0048294	0.0147939
4	5	0.0064099	0.0051597	0.0047998	0.006501
4	6	0.0049938	0.0054557	0.006257	0.0050857
4	7	0.0063521	0.006993	0.0151832	0.0057526
4	8	0.0058167	0.0059528	0.0051585	0.0065778
4	9	0.0052091	0.0053382	0.0059824	0.0056383
4	10	0.0171024	0.0070521	0.0056237	0.0080212
5	1	0.006429	0.0048692	0.0049886	0.0058227
5	2	0.0048376	0.0062009	0.0052758	0.0150005
5	3	0.005982	0.0056208	0.0061242	0.0061218
5	4	0.0061671	0.0068958	0.0061706	0.0071929
5	5	0.0054348	0.0066637	0.0150522	0.0061752
5	6	0.005815	0.0078288	0.0061166	0.0058927
5	7	0.0064281	0.0065096	0.0064148	0.0076662
5	8	0.0056781	0.0186027	0.0085638	0.0084927
5	9	0.0069614	0.0074816	0.0071437	0.0058369
5	10	0.0060433	0.0064744	0.0065935	0.015683
6	1	0.0055209	0.0067108	0.005108	0.006857
6	2	0.0068667	0.0081169	0.0056828	0.0051571
6	3	0.0069831	0.0062525	0.0154459	0.006912
6	4	0.0061882	0.0055135	0.0065093	0.0068914
6	5	0.0073366	0.0057896	0.0049689	0.0060055
6	6	0.0062924	0.0144151	0.0061992	0.0066316
6	7	0.0056758	0.0056907	0.0065403	0.0066128
6	8	0.0058447	0.0063017	0.005234	0.0176975
6	9	0.0077449	0.0062799	0.0055356	0.0061678
6	10	0.0054793	0.0070082	0.0059832	0.0060007
7	1	0.0067895	0.0057212	0.0143513	0.0053577
7	2	0.0060966	0.0056014	0.0055431	0.0103255
7	3	0.0115789	0.0080014	0.0069002	0.0055683
7	4	0.0138524	0.0057817	0.005481	0.0056979
7	5	0.0051951	0.0057941	0.0051121	0.0055813
7	6	0.0051513	0.0061107	0.0054792	0.0154718
7	7	0.0066436	0.0059531	0.005264	0.0062957
7	8	0.0052861	0.0058045	0.0057196	0.0059836
7	9	0.00565	0.0164871	0.0064709	0.0062495
7	10	0.0079436	0.0067974	0.0052919	0.0068302
8	1	0.0055113	0.005819	0.006336	0.0057976
8	2	0.0157354	0.0071435	0.0067949	0.0063982
8	3	0.0075874	0.006057	0.0066004	0.0059624
8	4	0.0056957	0.0067137	0.0155121	0.0057944
8	5	0.0060529	0.0080215	0.0056146	0.0068808
8	6	0.0051272	0.0074151	0.0050885	0.005766
8	7	0.0063799	0.0523316	0.0096668	0.0098562
8	8	0.0066952	0.0095727	0.0059643	0.0074266
8	9	0.005835	0.0063329	0.0060671	0.0155928
8	10	0.0054037	0.0069672	0.0068778	0.0083064
9	1	0.0055453	0.0050788	0.0082425	0.0052442
9	2	0.0059131	0.00579	0.0142246	0.0054416
9	3	0.0051446	0.0062255	0.0049342	0.0055515
9	4	0.0057946	0.0054436	0.0053745	0.0064976
9	5	0.0131605	0.0057129	0.0053333	0.0064868
9	6	0.0053941	0.005545	0.0060172	0.0057854
9	7	0.0057338	0.0065723	0.0052131	0.0157378
9	8	0.0065883	0.0066648	0.0054662	0.0063137
9	9	0.0054386	0.0061284	0.0067634	0.0064811
9	10	0.0068984	0.0164018	0.005285	0.006176
10	1	0.00609	0.0053108	0.0048199	0.0069959
10	2	0.0053051	0.0063122	0.0051422	0.0056206
10	3	0.0141035	0.0058288	0.0062042	0.0053552
10	4	0.0058957	0.0062902	0.0053392	0.006978
10	5	0.0056176	0.0059016	0.0143964	0.006839
10	6	0.0055886	0.0058081	0.0062086	0.0064299
10	7	0.0064129	0.006408	0.0053557	0.0067803
10	8	0.0062267	0.0159518	0.005397	0.0074424
10	9	0.0052034	0.0064976	0.0058111	0.0061477
10	10	0.0064884	0.0063197	0.0053749	0.015719
