1	1	0.2375776	0.0940583	9.8e-6	3.5e-6
1	2	1.68e-5	4.8e-6	6.9e-6	2.6e-6
1	3	7.9e-6	2.7e-6	1.8e-6	1.6e-6
1	4	9.1e-6	4.6e-6	3.2e-6	2.5e-6
1	5	9.1e-6	4.2e-6	2.9e-6	2.9e-6
1	6	9.8e-6	6.7e-6	3.2e-6	2.4e-6
1	7	7.1e-6	9.4e-6	1.5e-6	5.5e-6
1	8	6.4e-6	2.5e-6	1.6e-6	3.2e-6
1	9	7.1e-6	2.8e-6	3.2e-6	2.5e-6
1	10	2.0e-5	4.5e-6	2.8e-6	3.6e-6
2	1	7.5e-6	2.3e-6	3.4e-6	1.14e-5
2	2	1.99e-5	2.7e-6	3.4e-6	1.9e-6
2	3	7.4e-6	4.4e-6	3.2e-6	2.4e-6
2	4	2.01e-5	9.3e-6	1.74e-5	4.1e-6
2	5	7.7e-6	5.8e-6	3.6e-6	2.2e-6
2	6	7.6e-6	3.2e-6	1.8e-6	1.7e-6
2	7	6.7e-6	3.1e-6	2.4e-6	3.2e-6
2	8	3.9e-6	3.6e-6	2.2e-6	2.4e-6
2	9	8.3e-6	1.27e-5	6.2e-6	2.7e-6
2	10	6.2e-6	2.9e-6	1.7e-6	1.5e-6
3	1	2.33e-5	7.5e-6	3.7e-6	6.5e-6
3	2	2.21e-5	9.4e-6	2.4e-6	7.7e-6
3	3	8.1e-6	4.9e-6	3.6e-6	4.7e-6
3	4	8.4e-6	2.1e-6	2.5e-6	2.1e-6
3	5	8.6e-6	3.2e-6	4.2e-6	5.0e-6
3	6	5.9e-6	3.1e-6	5.1e-6	5.6e-6
3	7	7.2e-6	2.0e-6	1.7e-6	1.7e-5
3	8	5.9e-6	3.2e-6	5.1e-6	2.7e-6
3	9	9.9e-6	2.9e-6	3.8e-6	2.9e-6
3	10	7.4e-6	5.0e-6	4.7e-6	4.5e-6
4	1	6.9e-6	1.55e-5	2.6e-6	3.0e-6
4	2	8.5e-6	3.2e-6	3.6e-6	7.4e-6
4	3	2.45e-5	8.9e-6	5.9e-6	6.9e-6
4	4	9.3e-6	3.1e-6	1.8e-6	2.4e-6
4	5	6.5e-6	2.2e-6	2.7e-6	2.6e-6
4	6	7.2e-6	1.9e-6	1.7e-6	4.7e-6
4	7	7.9e-6	4.3e-6	4.3e-6	4.4e-6
4	8	6.4e-6	3.9e-6	3.2e-6	3.7e-6
4	9	4.8e-6	1.8e-6	4.4e-6	3.2e-6
4	10	1.06e-5	3.8e-6	3.5e-6	5.6e-6
5	1	5.0e-6	2.0e-6	3.3e-6	2.1e-6
5	2	5.8e-6	4.3e-6	2.9e-6	3.5e-6
5	3	3.6e-6	4.1e-6	2.5e-6	3.4e-6
5	4	4.2e-6	3.2e-6	1.9e-6	2.5e-6
5	5	5.2e-6	3.1e-6	3.1e-6	1.9e-6
5	6	3.0e-6	4.6e-6	2.7e-6	2.7e-6
5	7	3.9e-6	2.1e-6	3.1e-6	2.3e-6
5	8	4.5e-6	2.0e-6	2.5e-6	2.6e-6
5	9	4.7e-6	2.5e-6	3.1e-6	1.8e-6
5	10	4.0e-6	3.6e-6	2.9e-6	2.4e-6
6	1	6.8e-6	5.1e-6	3.8e-6	2.9e-6
6	2	7.7e-6	4.7e-6	2.9e-6	4.5e-6
6	3	1.13e-5	2.3e-6	2.8e-6	2.9e-6
6	4	7.3e-6	3.1e-6	3.7e-6	3.6e-6
6	5	4.6e-6	3.1e-6	1.8e-6	2.6e-6
6	6	8.8e-6	4.4e-6	3.7e-6	2.3e-6
6	7	4.8e-6	2.0e-6	3.1e-6	4.1e-6
6	8	6.6e-6	4.3e-6	3.8e-6	4.8e-6
