1	1	0.0100005	0.0096152	0.0098491	0.0088096
1	2	0.0102547	0.0102656	0.0095085	0.0112312
1	3	0.0176027	0.0105575	0.0108759	0.0106547
1	4	0.0107872	0.0120419	0.0111318	0.0105314
1	5	0.0550306	0.0166582	0.0109778	0.0113981
1	6	0.0117417	0.0120734	0.0117221	0.0127212
1	7	0.0122845	0.0124483	0.0123182	0.0133644
1	8	0.0135849	0.0133212	0.0126061	0.0131584
1	9	0.0133693	0.0136681	0.0143473	0.0138805
1	10	0.0127817	0.0148021	0.0143764	0.0155835
2	1	0.0112901	0.011576	0.0117814	0.0107804
2	2	0.010709	0.010972	0.0114038	0.0107265
2	3	0.0115331	0.0122033	0.0123866	0.011103
2	4	0.0129731	0.0129684	0.0130315	0.0118939
2	5	0.0124423	0.013454	0.013512	0.0122085
2	6	0.0120552	0.0131912	0.0134917	0.0126595
2	7	0.0120558	0.0130481	0.0155735	0.0153755
2	8	0.0199229	0.0151954	0.0132335	0.013059
2	9	0.013572	0.0155717	0.0223523	0.0289579
2	10	0.0281804	0.0772093	0.0166903	0.0177902
3	1	0.0122897	0.0103286	0.0114926	0.0117198
3	2	0.010751	0.0120822	0.01428	0.0129699
3	3	0.0119768	0.0140323	0.0124095	0.0124417
3	4	0.0117219	0.0125145	0.0131322	0.0138176
3	5	0.0136636	0.0130293	0.0132362	0.0131077
3	6	0.0134257	0.0141873	0.0130573	0.0127083
3	7	0.0139116	0.0141149	0.0138921	0.0133155
3	8	0.013448	0.0145503	0.015795	0.013873
3	9	0.014271	0.0148433	0.0145856	0.0142487
3	10	0.013412	0.0157755	0.0156901	0.0148896
4	1	0.0112402	0.0111095	0.0108523	0.0113319
4	2	0.0115572	0.0117668	0.0121531	0.0133387
4	3	0.0128549	0.012516	0.0124554	0.014546
4	4	0.0140528	0.0132792	0.0112203	0.012313
4	5	0.0124076	0.0127187	0.0125901	0.0125433
4	6	0.052854	0.0269958	0.014641	0.0163655
4	7	0.012634	0.014536	0.0140776	0.0139394
4	8	0.0137894	0.014105	0.0148348	0.0127631
4	9	0.0144408	0.0150614	0.0147627	0.0157024
4	10	0.014734	0.0152579	0.0149128	0.0147936
5	1	0.0104706	0.0116576	0.0121335	0.0108493
5	2	0.0117275	0.0118621	0.0111254	0.0116905
5	3	0.0119003	0.0129671	0.0113009	0.0121949
5	4	0.0126779	0.0131414	0.0123205	0.012741
5	5	0.0123561	0.0135924	0.0120106	0.0131738
5	6	0.0131231	0.0134908	0.0130618	0.0127538
5	7	0.0136248	0.0142384	0.015951	0.013372
5	8	0.0139604	0.0132579	0.0137082	0.0141248
5	9	0.013881	0.0142675	0.0140286	0.0137203
5	10	0.0142426	0.0147991	0.0144299	0.014503
6	1	0.0117001	0.010925	0.0120735	0.011839
6	2	0.0117946	0.0109246	0.0117558	0.0118649
6	3	0.0113612	0.0121482	0.0120823	0.0526214
6	4	0.0157662	0.0119156	0.0115503	0.012649
6	5	0.0127893	0.0122091	0.012195	0.0130976
6	6	0.0131023	0.0132822	0.0129729	0.0128479
6	7	0.0135175	0.0138148	0.0137848	0.0125472
6	8	0.0136379	0.0143724	0.0138387	0.0142721
6	9	0.0142018	0.0149043	0.0141892	0.0141576
6	10	0.0147457	0.0153367	0.0146483	0.0144322
7	1	0.0113187	0.010957	0.0123094	0.011466
7	2	0.0108344	0.0119433	0.0118074	0.0108983
7	3	0.0120029	0.0123594	0.0130704	0.0113967
7	4	0.0122502	0.0125833	0.011992	0.012047
7	5	0.0126288	0.0131408	0.0131792	0.0118
7	6	0.0128334	0.0133225	0.013281	0.0123938
7	7	0.0135857	0.0137719	0.0134405	0.0574725
7	8	0.0141599	0.0140876	0.0140632	0.0143378
7	9	0.0141814	0.0136249	0.0143995	0.0151065
7	10	0.015053	0.0150877	0.0142987	0.0146555
8	1	0.0108616	0.0113116	0.0115597	0.0108274
8	2	0.0113872	0.0124371	0.0118895	0.0116076
8	3	0.0122886	0.0125852	0.0126763	0.012253
8	4	0.0126264	0.0130997	0.0138728	0.0124257
8	5	0.0132391	0.0139618	0.0139273	0.0132998
8	6	0.0124413	0.0135731	0.013697	0.0133649
8	7	0.0139002	0.0135212	0.0132984	0.0137538
8	8	0.0136107	0.0142322	0.0148442	0.0143824
8	9	0.01334	0.0147118	0.0147623	0.0144964
8	10	0.0149053	0.0149981	0.0151825	0.0154749
9	1	0.0110883	0.0119129	0.0118468	0.0119592
9	2	0.0114415	0.0125028	0.0125759	0.0118941
9	3	0.0122454	0.0125397	0.0126887	0.0117446
9	4	0.0124368	0.0128665	0.0128219	0.011337
9	5	0.0126767	0.0131849	0.0127772	0.0119292
9	6	0.0583306	0.0135119	0.0129321	0.0125904
9	7	0.0134042	0.013727	0.0144357	0.0140332
9	8	0.0136618	0.0138406	0.0143896	0.014467
9	9	0.014728	0.0148122	0.0155719	0.0149851
9	10	0.0147452	0.0143982	0.0150134	0.015272
10	1	0.0120376	0.0124407	0.0120459	0.0118967
10	2	0.0122352	0.0129357	0.0120875	0.0125373
10	3	0.0130535	0.013037	0.0130388	0.01287
10	4	0.0136323	0.0139447	0.013522	0.012975
10	5	0.0122563	0.0140598	0.0137072	0.0135458
10	6	0.014004	0.0134314	0.0136725	0.0135289
10	7	0.013476	0.0139483	0.0138369	0.013174
10	8	0.0145453	0.0144842	0.0142317	0.0141714
10	9	0.0142905	0.0144716	0.0142075	0.0152151
10	10	0.0147842	0.0151588	0.015253	0.0149961
